True Term Num,Extracted Term Num,TP,Cut Off,Too Long,Split Term,expected,extracted
1,1,1,0,0,1,neighborly,neighborly
2,1,1,0,0,1,balanced;halving,balanced
1,3,0,0,1,1,sewn,sewn onto###lexicographic extension###extension
2,2,2,0,0,2,universal face;universal flag,universal face###universal flag
1,1,1,0,0,1,premetric,premetric
1,1,1,0,0,1,polytrope,polytrope
1,2,1,0,0,1,strongly edge decomposable,strongly edge decomposable###Link condition
1,3,1,0,0,1,lattice path,lattice path###east-step###north-step
6,5,2,0,2,5,2 → 1 directed hypergraph;vertices;edges;head;tail set;oriented,2 → 1 directed hypergraph###oriented###vertex and edge sets###head vertex###tail set of the edge
4,3,2,0,1,3,nth extremal number;nth oriented extremal number;standard;standard version,nth extremal number###nth oriented extremal number###standard extremal number
1,1,1,0,0,1,degenerate,degenerate
4,4,0,0,4,4,tail link graph;tail degree;directed link graph;total link graph,tail link graph of x T_x ### tail degree of x ### directed link graph of x D_x ### total link graph of x L_x
1,1,1,0,0,1,cross-dependent,cross-dependent
1,5,0,0,1,1,complementary,"complementary at (q,v)###A^+###B^-###A^-###B^+"
1,1,1,0,0,1,primal cardinality vector,primal cardinality vector
1,2,1,0,0,1,partial order,partial order###strict
2,3,0,0,0,0,true;false,Conjunctive Normal Form (CNF)###satisfying assignment of CNF###SAT solver
2,2,1,1,2,2,neighborhood;neighborhood checking,neighborhood###neighborhood checking nc(v)
1,2,1,0,0,1,rich;rich,rich###infinite word
2,2,0,0,2,2,left special letter;right special letter,left special letter of w###right special letter of w
1,2,0,0,0,0,strictly,support entries###support set
1,4,0,0,1,1,locally green-dominated,S-Chromatic Nim###locally green-dominated (lgd)###local green-domination###maximal local green-domination
1,1,1,0,0,1,(stack-size) invariant,(stack-size) invariant
3,6,2,0,1,3,starting position;moves;normal play,"(ℳ,ℬ)-invariant###starting position###set of moves###legal move###game###normal play"
1,3,0,0,1,1,weight,"vertices of the digraph G_n###arc###weight f_n(α,α ')"
2,2,1,0,1,2,segment-simple;s-simple,segment-simple permutation###s-simple
2,2,1,0,1,2,cycle-simple;c-simple,cycle-simple permutation###c-simple
2,2,1,0,1,2,group-simple;g-simple,group-simple permutation###g-simple
2,1,0,0,2,2,braid-simple;b-simple,braid-simple permutation ( b-simple )
2,2,1,0,1,2,tree-simple;t-simple,tree-simple permutation###t-simple
1,1,1,0,0,1,exponential growth,exponential growth
1,1,1,0,0,1,rare,rare
3,4,3,0,0,3,connected;segment;proper;connected,connected ### segment ### proper ### permutation
1,2,0,0,2,1,unimodal;unimodal,unimodal cycle###unimodal permutation
1,1,1,0,0,1,correlation constant,correlation constant
3,5,0,1,3,3,matroid;flats;cover,matroid M###flats of M###ground set E###flat###flat covering F
1,6,0,0,1,1,Chow ring,variables x_F ### polynomial ring S(M) ### Chow ring A(M) ### linear forms ### quadratic monomials ### A^q(M)
1,2,0,0,1,1,strictly submodular,strictly submodular function ### cone K(M)
1,1,1,0,0,1,shadowable,shadowable
5,5,4,0,1,5,matroid;independent sets;hereditary property;augmentation property;exchange property,"matroid ℳ=(X,ℐ)###independent sets###hereditary property###augmentation property###exchange property"
1,1,1,0,0,1,"(n_0,n_1,…,n_ℓ)-regular","(n_0,n_1,…,n_ℓ)-regular"
1,9,0,0,1,1,face graph,n-dimensional polytope###f-vector###f_k###face graph G(P)###vertex v###face F_v###F_v'###F_v+1###empty face ∅
1,2,0,0,1,1,index,ṽ ### index P
1,1,1,0,0,1,vertex average,vertex average
1,3,1,0,0,1,vertex–facet pairing matrix,lattice polytope###supporting hyperplanes###vertex–facet pairing matrix
1,1,0,0,1,1,normal form,normal form of P
1,3,0,0,1,1,normal form,Laurent polynomial###normal form for f###P
3,2,0,1,0,0,r-(vertex-)matched graph;r-sets;underlying graph of G,r-matched graph###underlying graph
1,1,1,0,0,1,deficiency,deficiency
1,1,1,0,0,1,endo-trivial,endo-trivial
1,1,1,0,0,1,retract-trivial,retract-trivial
3,1,0,0,2,2,not;type;hidden tie,cone of type III with a hidden tie in τ
2,2,2,1,1,2,"(α,β)-grouping for P;strong (α,β)-grouping for P","(α,β)-grouping for P###strong (α,β)-grouping for P"
1,3,1,0,0,1,"abelian (n,f,c)-DRACKN","abelian (n,f,c)-DRACKN###polyphase matrix###geometric sum"
1,1,1,0,0,1,phased BIBD ETF,phased BIBD ETF
1,6,1,1,0,1,"(v,k,f)-polyphase BIBD ETF","(v,k,f)-polyphase BIBD ETF###abelian group###polyphase matrix###incidence matrix###ETF###nontrivial characters"
1,1,1,0,0,1,abelian,abelian
1,6,0,0,1,1,contracted graph,"equivalence relation ∼_u,v ### equivalence class ### quotient of V ### multiset E/_∼u,v ### contracted graph of G ### G/G^'"
1,1,1,0,0,1,essential minor,essential minor
1,2,0,0,1,1,meta graph,meta graph of G ### subgraph of all arc sensitive cycles containing c
1,4,1,0,0,1,CUT,"FASP###(G,ω)###m###CUT"
1,3,1,0,0,1,CUT,m ### CUT ### weighted FVSP
2,2,1,0,1,2,line graph;natural hypergraph,directed line graph###natural hypergraph
1,1,1,0,0,1,contracted graph,contracted graph
1,1,1,0,0,1,essential minor,essential minor
2,6,2,0,0,2,resolved graph;resolvable,maximal list of graphs###essential minor###maximal subset of pairwise different isolating arcs###weighted graph###resolved graph###resolvable
1,2,0,0,0,0,arc sensitive,arc sensitivity###𝒩_↠(e)
2,2,1,0,1,2,meta graph;meta graph;arc sensitive cycles,meta graph###subgraph of all arc sensitive cycles
1,2,0,0,1,1,relative weight,"relative weight of G with respect to c,e,f###σ_G,M,e,f"
1,1,1,0,0,1,relative weight,relative weight
1,2,1,0,1,1,Singular series,singular series###W-tricked singular series
1,4,1,0,0,1,Sieve factor,sieve factor###ψ###c_χ(h)###m(h)
1,1,1,0,0,1,compactification degree,compactification degree
1,3,0,0,1,1,M-direction,"M-direction GM###VGMv_1,…,v_M###EGMv_i,v_ja_ib_j"
1,1,1,0,0,1,out-degeneracy,out-degeneracy
1,2,1,0,0,1,strongly planar,"strongly planar###𝒟(G,M)"
1,1,1,0,0,1,canonical,canonical
1,2,0,0,2,1,degree,"Degree of a (m,k,s)-star###Degree of a set 𝒮 of (m,k,s)-stars"
1,1,0,0,1,1,weight,"Weight of a (m,k,s)-star"
1,1,0,0,1,1,central weight,"Central weight of a (m,k,s)-star"
1,1,0,0,1,1,valuation,M-valued valuation
1,1,1,0,0,1,linked,linked
1,1,1,0,0,1,MSE-equivalent,MSE-equivalent
3,2,2,0,1,3,scattered subword;subword;factor,scattered subword ### factor
2,2,2,0,0,2,Parikh matrix mapping;Parikh matrices,Parikh matrix mapping###Parikh matrices
1,1,1,0,0,1,strongly M-equivalent,strongly M-equivalent
2,1,0,0,2,2,MSE;SE,strongly elementarily M-equivalent (MSE-equivalent)
1,2,1,0,0,1,strong (3· t) transformation,strong (3· t) transformation###Rule S3· t
2,2,0,0,3,2,reducible;irreducible,reducible transformation###irreducible transformation
1,2,0,0,1,1,counter,αβ-transformation###counter Ω
2,1,0,0,1,1,"almost strongly elementarily matrix equivalent;MSAE-equivalent),",almost strongly elementarily matrix equivalent ( MSAE-equivalent)
1,1,1,0,0,1,(2· t) transformation,(2· t) transformation
1,2,1,0,0,1,strong (2· t) transformation,strong (2· t) transformation###Rule S2· t
1,1,0,0,1,1,triangle partition map,"triangle partition map T_σ, τ_0,τ_1"
1,2,1,0,0,1,TRIP sequence,t_n###TRIP sequence
2,2,1,0,1,1,triangle partition-Stern sequence;TRIP-Stern sequence,TRIP-Stern sequence###n^ th level of the TRIP-Stern sequence
1,1,1,0,0,1,TRIP-Stern sequence,TRIP-Stern sequence
1,2,0,0,0,0,maximum entry,TRIP-Stern sequence###m_n
2,3,2,0,0,2,potential entries;forbidden triples,TRIP-Stern sequence ### potential entries ### forbidden triples
1,1,0,0,1,1,inverse map,inverse map G
1,2,1,0,0,1,germ,"germ###tree generated by (a,a,b)"
1,2,0,0,1,1,germ of,germ of X###G^n(X)
1,2,1,0,1,1,generalized TRIP-Stern sequence,generalized TRIP-Stern sequence###n^ th level of the generalized TRIP-Stern sequence
1,2,0,0,0,0,maximum entry,generalized TRIP-Stern sequence###m_n
2,2,2,0,0,2,3D Young diagram;3D diagram,3D Young diagram###3D diagram
3,4,1,0,4,3,weighting;weight;weight;w-partition function,weighting of (_≥ 0)^3 ### weight of the lattice point p ### weight of a 3D diagram ### w-partition function
3,3,1,0,2,3,matching;1-factor;dimers,matching or 1-factor###subgraph M###dimers
1,2,1,0,0,1,S-block,S-block###representation vector
1,1,0,0,1,1,resolves,resolves A
1,2,1,0,0,1,S-cluster,S-cluster###resolves
1,1,1,0,0,1,ϵ-Regular partition,ϵ-regular partition
1,2,1,0,0,1,f-Regular partition,f-regular partition###f(k)-regular
1,2,0,0,2,1,ϵ-good,ϵ-good for A with respect to B###ϵ-good for A
1,1,1,0,0,1,Tree bound,tree bound
1,2,1,0,0,1,k-order property,k-order property###k-stable
2,2,2,1,1,2,ϵ-good for A with respect to B;ϵ-good for A,ϵ-good for A with respect to B###ϵ-good for A
1,2,0,0,1,1,closure,Closure of a regular Bohr set###B^+
1,1,1,0,0,1,tree bound,Tree bound
1,1,1,0,0,1,Intriguing at infinity,intriguing at infinity
1,1,1,0,0,1,intriguing at infinity,intriguing at infinity
1,2,0,0,1,1,critical,discrete half-plane###critical model
1,3,0,0,1,1,difficulty,difficulty of u###α^+(u)###α^-(u)
2,2,0,0,3,2,balanced;unbalanced,balanced critical update family###unbalanced critical update family
3,2,2,0,1,3,Duarte region;Duarte droplet;droplet,Duarte region###Duarte droplet
1,2,1,0,0,1,internally spanned,internally spanned###(D)
1,2,1,0,0,1,strongly connected;strongly connected,G_strong###strongly connected
1,1,0,0,1,1,hierarchy,hierarchy for D
1,1,1,0,0,1,t-good,t-good
2,3,0,0,0,0,satisfied;disjointly,"hierarchy for D###internally spanned by A###Δ(D_v,D_u)"
4,4,4,1,1,4,weak relation;weakly connected;D-rooted;root,weak relation ### weakly connected ### D-rooted ### root
3,4,3,2,2,3,subcritical;critical;supercritical,d-dimensional update family###subcritical###critical###supercritical
1,1,0,0,1,1,Throughput,"throughput δ(k,f)"
1,2,0,0,0,0,Turncycles,C() ### C( f)
1,1,1,0,0,1,Throughput,throughput
1,1,1,0,0,1,hive flow,hive flow
1,2,0,0,1,1,hive flow polytope,hive flow polytope P ### P_
3,3,1,0,2,3,positive;negative;neutral slack contributions,positive slack contributions###negative slack contributions###neutral slack contributions
3,3,1,0,2,3,neighbors;Littlewood-Richardson graph;LR graph,neighbors ### Littlewood-Richardson graph or LR graph ### neighborhood
3,3,3,2,2,3,turn;turnvertices;turnedges,turn ### turnvertices ### turnedges
1,2,0,0,2,1,ordinary,ordinary turnpaths ### ordinary turncycles
1,1,1,0,0,1,critical,critical
3,3,1,0,2,3,thin;thick;center curve,thin pipe###thick pipe###center curve
1,1,1,0,0,1,almost ordinary,almost ordinary
1,1,1,0,0,1,Tropical halfspace,tropical halfspace
1,1,1,0,0,1,Tropical polyhedral cone,tropical polyhedral cone
1,2,1,0,0,1,Extreme rays,tropical polyhedral cone###extreme rays
1,1,1,0,0,1,Dissimilarity map,dissimilarity map
1,2,1,0,0,1,Rooted tree,rooted tree###root(T)
1,2,1,0,0,1,Ultrametric,ultrametric###𝒰_n
1,1,1,0,0,1,Tangent directed hypergraph,tangent directed hypergraph
1,3,1,0,0,1,mobile,mobile###sliding v down###sliding v all the way down
2,2,2,1,1,2,line;line arrangement,line###line arrangement
3,3,2,0,1,3,incidence structure;m-point;general position,incidence structure of a line arrangement###m-point###general position
1,1,1,0,0,1,Chern numbers,Chern numbers
1,2,1,0,0,1,asymptotically trivial,asymptotically trivial###trivial arrangement
1,1,0,0,1,1,rectifiable,rectifiable simple closed curve
13,3,0,0,1,1,Div;C;:;(i);(ii);UCSF;(iii);(iv);conv;(v);(vi) ;(vii);(viii),Neffity Criterion###basepoint free###nef
10,7,1,0,3,3,Div;C;:;(i);(ii);SUCSF;(iii);(iv);Vert;(v),Ampleness Criterion###ample###SUCSF###P_D###M-polygon###Vert(P_D)###D·𝐕_Δ(ϱ)
3,2,0,0,2,2,Div;C;area,self-intersection number###nef divisor
6,1,0,0,0,0,: ;(i);(ii);gr.;gr;rev,Classification up to isomorphism
4,1,0,0,0,0,(Kasprzyk & Nill;);Hom;(;);Hom,1-reflexive pairs
3,3,0,0,4,3,lattice;basis;basis matrix,lattice in ℝ^2###(ℤ-)basis of N###corresponding basis matrix of N
1,1,0,0,1,1,determinant,determinant of N
1,4,1,0,0,1,dual lattice,dual lattice###basis matrix###determinant (M)###standard lattice
1,1,0,0,1,1,standard model,standard model of P
5,4,2,1,1,3,cone;rays;minimal generator;minimal generators;equivalent up to umimodular transformation,N-cone###minimal generator###equivalent up to umimodular transformation###equivalence class
1,2,0,0,1,1,standard model,standard model of σ w.r.t. ℬ###ℤ^2-cone σ^st
1,2,0,0,1,1,multiplicity,multiplicity of σ###mult_N(σ)
2,2,0,0,2,1,of type;cone,"(p,q)-cone###N-cone"
1,1,0,0,1,1,dual cone,dual cone of σ
1,6,0,0,1,1,normal,U_σ###affine toric surface###coordinate ring###2-dimensional normal complex analytic variety###embedding of U_σ into an affine complex space of minimal dimension###Hilb_M(  σ^∨)
1,3,0,0,1,1,normal fan,M-cone###normal fan of P###D_P
1,2,0,0,1,1,combinatorial triples,combinatorial triples of Δ###additional characteristic integers r_i
1,1,0,1,0,0,the auxiliary cone,auxiliary cone
2,9,0,1,0,0,generic;the sectional genus,ℓ-reflexive pair###Cartier divisor###complete linear system###closed embedding###character###projective variety###semigroup algebra###Hyperplanes###sectional genus
1,3,0,0,1,1,Cartesian product,Cartesian product G  H ### G^ 1 ### G^ k
1,1,0,0,1,1,Influence,influence along the j^th coordinate
1,1,1,0,0,1,Log-Sobolev Constant,Log-Sobolev constant
1,1,1,0,0,1,uniform avoidance coupling,uniform avoidance coupling
1,2,0,2,0,0,Forbidden States,forbidden state###F
1,1,0,0,1,1,coupling,coupling of Markov chains
1,1,1,0,0,1,avoidance coupling,avoidance coupling
2,2,1,0,2,2,Markovian;Markovian avoidance coupling;Markovian,Markovian coupling###Markovian avoidance coupling
1,2,1,0,0,1,super-Markovian,avoidance coupling###super-Markovian
1,1,1,0,0,1,uniform avoidance coupling,uniform avoidance coupling
1,2,0,0,0,0,uniform avoidance coupling of two simple random walks,uniform avoidance coupling of simple random walks###Markovian avoidance process
1,1,0,0,1,1,forbidden state,Forbidden States
1,1,1,0,0,1,strongly regular,strongly regular
6,6,5,1,2,6,k-up;k-down;k-ascending;maximal k-ascending;k-valley;k-peak,k-up ### k-down ### k-ascending ### maximal k-ascending section ### k-valley ### k-peak
1,2,1,0,0,1,neighborhood-equivalent,neighborhood-equivalent###class of x modulo ≡
1,4,1,0,0,1,local completion of G at x,local completion of G at x###G_x###E_x###B_x
1,1,1,0,0,1,2-weighted N-eligible (N2-eligible),2-weighted N-eligible (N2-eligible)
2,2,2,1,1,2,standard Coxeter element;Coxeter element,standard Coxeter element###Coxeter element
1,5,1,0,1,1,switching block,positive block###negative block###switching block###nonswitching block###single edge
1,2,0,0,0,0,connected set,e_I###o_I
1,1,1,0,0,1,chromatic sum,chromatic sum
1,1,0,0,1,1,inductively free,inductively free arrangements
1,3,1,0,0,1,hereditarily inductively free,hereditarily inductively free###^X###L()
1,2,1,0,0,1,divisionally free,divisionally free###ℓ-arrangement
1,2,1,1,0,1,hereditarily divisionally free,hereditarily divisionally free###divisionally free
1,1,1,0,0,1,pure,pure
1,1,1,0,0,1,AP-reduction,AP-reduction
1,1,1,0,0,1,W-sound,W-sound
2,2,2,0,0,2,h-power of a path;h-power of a cycle,h-power of a path###h-power of a cycle
1,2,1,0,0,1,h-Fibonacci sequence,h-Fibonacci sequence###F_n^(h)
1,4,0,0,1,1,partial bijection,partial bijection of n###domain###codomain###Q_n
1,2,1,0,0,1,trivial extension,trivial extension###P_α(n)
1,2,1,0,0,1,Inner vertex,inner vertex###subgraph
1,2,0,0,1,1,Crossing,crosses the subgraph H###crossings of H
1,1,1,0,0,1,Vital linkage,vital linkage
1,1,1,0,0,1,inner vertex,Inner vertex
2,1,0,0,0,0,crosses;crosses H,Crossing
1,1,1,0,0,1,vital linkage,Vital linkage
1,2,0,0,1,1,refined invariants,"refined invariants of S,L###Laurent polynomial"
1,2,0,0,1,1,refined invariants,"refined invariants N^(S,L),δ###N^d,δ(y)"
1,3,1,0,0,1,refined relative Severi degrees,quantum numbers ### refined relative Severi degrees ### Laurent polynomials
3,2,2,0,0,2,metric graph;length;abstract tropical curve,metric graph###abstract tropical curve
5,6,4,3,1,4,(parametrized) tropical curve of degree Δ;direction vector;weight;primitive direction vector;balanced,tropical curve of degree Δ###direction vector###weight###primitive direction vector###balanced###Degree
8,6,0,0,6,6,irreducible;genus;dual subdivision;nodal;simple;number of nodes;number of nodes;mixed area;normalized,"irreducible tropical curve ### genus g(C,h) ### dual subdivision Δ_C ### nodal tropical curve ### simple tropical curve ### number of nodes δ(C, h)"
2,2,2,0,0,2,refined vertex multiplicity;refined multiplicity,refined vertex multiplicity###refined multiplicity
1,2,1,0,0,1,Δ-floor diagram,Δ-floor diagram###Divergence Condition
1,1,1,0,0,1,refined multiplicity,refined multiplicity
2,2,1,0,1,2,marking;marked floor diagram;marking,marking of a floor diagram###marked floor diagram
1,1,1,0,0,1,template,template
1,2,0,0,1,1,beta invariant,"beta invariant of 𝒜###T(𝒜; 1,0)"
2,4,1,0,0,1,dependent;Orlik-Solomon algebra,central arrangement in ℂ^d###exterior algebra###ordered set of hyperplanes###dependent
1,2,0,0,2,1,zonotope,zonotope of A###Ehrhart polynomial of the zonotope Z(A)
3,7,2,0,2,3,toric arrangement;complement;arithmetic characteristic polynomial,toric arrangement###complementtoric arrangement###regions of R(A)###Poincaré polynomial of R(A)###number of elements of R(A)###arithmetic characteristic polynomial###number of hypertori of 𝒯(A)
1,3,1,0,0,1,hyperplane arrangement,hyperplane arrangement###nonzero linear functionals###scalar
1,2,1,0,0,1,intersection poset,intersection poset###ranked poset
2,6,2,1,1,2,matroid;semimatroid,hyperplane arrangement###central###matroid###rank function###semimatroid###central subsets
2,2,0,0,2,2,deletion;contraction;contraction,deletion hyperplane arrangement###contraction hyperplane arrangement
2,2,0,0,2,2,centralization;cone,centralization of a hyperplane arrangement###cone of a hyperplane arrangement
1,2,1,0,1,1,essentialization,essentialization hyperplane arrangement###essentialization
2,2,2,0,0,2,Möbius function;characteristic polynomial,Möbius function###characteristic polynomial
1,1,0,0,1,1,Tutte polynomial,Tutte polynomial of an arrangement
2,2,2,1,1,2,generalized Tutte-Grothendieck invariant;Tutte-Grothendieck invariant,generalized Tutte-Grothendieck invariant###Tutte-Grothendieck invariant
1,1,1,0,0,1,coboundary polynomial,coboundary polynomial
1,1,0,0,1,1,multivariate Tutte polynomial,multivariate Tutte polynomial of a hyperplane arrangement
3,2,2,0,0,2,arithmetic Tutte polynomial;multiplicity;arithmetic characteristic polynomial,arithmetic Tutte polynomial###arithmetic characteristic polynomial
1,1,0,0,1,1,square,square of R
1,2,1,0,0,1,half set,"half set###d(A,B)"
2,2,0,0,2,2,embedding;realization,embedding of R in M'###realization of R in V
8,6,5,1,1,6,_2-characteristic map;characteristic map;non-singularity condition;Davis-Januszkiewicz equivalent;D-J equivalent;Davis-Januszkiewicz classes;D-J classes;characteristic pair,2-characteristic map###non-singularity condition###Davis-Januszkiewicz equivalent###D-J equivalent###Davis-Januszkiewicz classes###D-J classes
1,2,1,0,0,1,projection of λ with respect to σ,projection of λ with respect to σ###D-J equivalence
4,7,3,6,1,4,diagram;nodes;edges;realizable squares,V###E###S###diagram of K###nodes###edges###realizable squares
1,3,0,0,1,1,realizable puzzle,realizable puzzle over K###pseudograph homomorphism###realizable square in D(K)
1,1,1,0,0,1,D-J class,D-J class
1,2,0,0,1,1,support,support of p for λ###D-J class λ
1,1,1,0,0,1,e-set,e-set
2,1,1,1,0,1,e-set;empty e-set,e-set
1,3,1,0,2,1,λ-related,type 1 λ-related ### type 2 λ-related ### λ-related
2,2,1,0,1,2,height;Dirichlet function,height function###Dirichlet function
1,1,0,0,1,1,optimal,optimal Dirichlet function
1,2,0,1,0,0,intrinsic Dirichlet function on F,intrinsic Dirichlet function###Optimality of intrinsic Dirichlet functions
1,1,0,1,0,0,badly symbolically approximable (with respect to ψ_*),badly symbolically approximable
1,1,1,0,0,1,terminal face graph,terminal face graph
1,3,1,0,0,1,separating cycle division,G_1###G_2###separating cycle division
1,1,1,0,0,1,indivisible,indivisible
1,1,1,0,0,1,critical girth cycle,critical girth cycle
1,1,0,0,0,0,dominates,Dominance order
4,2,1,0,2,3,generalized;tableau;content;semistandard,generalized λ-tableau###semistandard
1,2,1,0,0,1,standard,λ-tableau###standard
1,1,1,0,0,1,Vertex switching,vertex switching
9,8,5,0,1,6,1-d Adinkra;underlying graph;coloring;simple;two-colored;dashing;parity;admissible;grading,1-d Adinkra###underlying graph of the Adinkra###coloring###dashing###admissible###grading###Hasse diagram###ranked poset
2,1,0,2,0,0,vertex switching at v;vertex switching of A,Vertex switching
5,5,4,1,0,4,"2-d Adinkra with (p,q) colors;left-moving edge;right-moving edge;left-moving colors;right-moving colors",2-d Adinkra###left-moving edge###right-moving edge###left-moving colors###right-moving colors
2,4,1,0,1,2,weight;even-split doubly even (ESDE) code,weight of x⃗ ### _L(x⃗) ### _R(x⃗) ### even-split doubly even (ESDE) code
1,1,1,0,0,1,finitely supported distribution,finitely supported distribution
1,1,1,0,0,1,uniform rotation,uniform rotation
1,4,1,0,1,1,uniform shift,Uniform shift model###rotor distribution###uniform shift###rotor sequence
1,2,1,0,0,1,GFB tree,greedy from the bottom tree###GFB tree
1,1,1,0,0,1,Colless index,Colless index
2,2,2,0,0,2,greedy from the bottom tree;GFB tree,greedy from the bottom tree###GFB tree
1,2,1,0,0,1,Sackin index,Sackin index###n_u
1,5,0,0,0,0,odd,H^0(rω_1) ### one-dimensional trivial module ### H^0(rω_1)/L(rω_1) ### H^0(r_1ω_1) ### L(rω_1)
1,4,0,0,0,0,even,H^0(rω_1)/L(rω_1)###H^0(r_1ω_1)###H^0(rω_1)###L(rω_1)
1,1,1,0,0,1,Motion,motion
1,1,1,0,0,1,line,line
1,1,1,0,0,1,motion,motion
1,1,1,0,0,1,edge-regular,edge-regular
1,1,1,0,0,1,amply regular,amply regular
1,1,1,0,0,1,line graph,line graph
2,2,2,0,0,2,distance-regular;intersection array,distance-regular###intersection array
1,1,1,0,0,1,standard sequence,standard sequence
1,2,1,0,0,1,geometric,geometric###Delsarte cliques
1,1,1,0,0,1,Johnson graph,Johnson graph
1,2,1,0,0,1,Hamming graph,Hamming graph###Hamming distance
1,1,1,0,0,1,Doob graph,Doob graph
1,1,1,0,0,1,"generalized 2d-gon of order (s, t)","generalized 2d-gon of order (s, t)"
2,2,1,0,1,2,coherent configuration;rank,coherent configuration###rank of 𝔛
5,6,4,6,2,4,"x(p), y(p), Up-runs and down-runs.;n-up-run;up-run;n-down-run;down-run",x(p)###y(p)###n-up-run###up-run###n-down-run###down-run
2,2,0,0,0,0,The Erdő;̋E̋r̋d̋ő̋,Erdős-Szekeres on-line game###Erdős-Szekeres on-line number
5,4,2,2,0,2,Quadrants of a point.;north-east quadrant of p';north-west quadrant;south-west quadrant;south-east quadrant of p',north-east quadrant###north-west quadrant###south-west quadrant###south-east quadrant
2,3,1,3,0,1,"Ł_x, _x, Separated;separated;separated",Ł_x ### _x ### separated
3,1,0,0,0,0,"“f-Middling"" Strategy Mode;active segment;saved",f-Middling strategy mode
8,7,7,4,3,7,"Barb, “Playing the Barb"" Strategy Mode;(s, t)-barb;barb;spikes;bottom wire;top wire;half-barb;plays the barb","(s, t)-barb###barb###spikes###bottom wire###top wire###half-barb###plays the barb"
1,3,0,1,0,0,"“w-Barb"" Strategy Mode",w-Barb strategy mode###half-barb###barb
1,3,1,0,0,1,f-Combined Strategy,f-Combined Strategy###f-Middling strategy mode###w-Barb strategy mode
2,2,1,0,2,2,spread;components,spread###components of the spread
1,1,0,1,0,0,"finite (right) quasifield,",finite (right) quasifield
1,1,1,0,0,1,autotopism,autotopism
2,4,2,0,0,2,isotopes;parastrophes,isotopes###parastrophes###isotopic###parastrophic
1,1,1,0,0,1,permutation graph,permutation graph
1,2,0,0,1,1,fingerprint,fingerprint of the spread set###spread set
1,2,1,0,0,1,BEL-configuration,BEL-configuration###Desarguesian n-spread
1,2,1,0,0,1,matrix rank,matrix rank###isotopy class
2,2,2,0,0,2,local triangle count;local triangle bound,local triangle count###local triangle bound
2,1,0,1,0,0,preferred direction;special claw corresponding to e,special claw
1,1,1,0,0,1,Cyclicity classes,cyclicity classes
1,1,1,0,0,1,Wielandt number,Wielandt number
1,1,1,0,0,1,Girth,girth
1,4,1,1,0,1,Critical graph,critical###N_c(A)###E_c(A)###critical graph
